# Formatted as follows : image_name;palette_name;palette_offset;sprites_per_row

# Unused sprites

sprites/RuinsTest_SamusReflectionSuitlessTop.gfx;sprites/RuinsTest_SamusReflection.pal;0;12
sprites/RuinsTest_SamusReflectionSuitlessBottom.gfx;sprites/RuinsTest_SamusReflection.pal;0;8

# Save platform

sprites/SavePlatform.gfx.lz;sprites/SavePlatform.pal;0;32

# Kraid

sprites/Kraid.gfx.lz;sprites/Kraid.pal;0;32

# Ripper 2

sprites/Ripper2.gfx.lz;sprites/Ripper2.pal;0;32

# Mella

sprites/Mella.gfx.lz;sprites/Mella.pal;0;32

# Atomic

sprites/Atomic.gfx.lz;sprites/Atomic.pal;0;32

# Area banner

sprites/AreaBanner.gfx.lz;sprites/AreaBanner.pal;0;32

# Mother brain

sprites/MotherBrain.gfx.lz;sprites/MotherBrain.pal;0;32

# Acid worm

sprites/AcidWorm.gfx.lz;sprites/AcidWorm.pal;0;32

# Escape ship

sprites/EscapeShip.gfx.lz;sprites/EscapeShip.pal;0;32

# Sidehopper

sprites/Sidehopper.gfx.lz;sprites/Sidehopper.pal;0;32

# Geega

sprites/Geega.gfx.lz;sprites/Geega.pal;0;32
sprites/GeegaWhite.gfx.lz;sprites/GeegaWhite.pal;0;32

# Zebetite, rinka, cannon

sprites/ZebetiteRinkaCannon.gfx.lz;sprites/ZebetiteRinkaCannon.pal;0;32

# Imago larva right side

sprites/ImagoLarvaRightSide.gfx.lz;sprites/ImagoLarvaRightSide.pal;0;32

# Tangle vine

sprites/TangleVine.gfx.lz;sprites/TangleVine.pal;0;32

# Imago

sprites/Imago.gfx.lz;sprites/Imago.pal;0;32

# Crocomire

sprites/Crocomire.gfx.lz;sprites/Crocomire.pal;0;32

# Geron

sprites/Geron.gfx.lz;sprites/Geron.pal;0;32

# Glass tube

sprites/GlassTube.gfx.lz;sprites/GlassTube.pal;0;32

# Save platform chozodia

sprites/SavePlatformChozodia.gfx.lz;sprites/SavePlatformChozodia.pal;0;32

# Baristute

sprites/Baristute.gfx.lz;sprites/Baristute.pal;0;32

# Elevator statues

sprites/ElevatorStatues.gfx.lz;sprites/ElevatorStatues.pal;0;32

# Rising chozo pillar

sprites/RisingChozoPillar.gfx.lz;sprites/RisingChozoPillar.pal;0;32

# Security laser

sprites/SecurityLaser.gfx.lz;sprites/SecurityLaser.pal;0;32

# Boss statues

sprites/BossStatues.gfx.lz;sprites/BossStatues.pal;0;32

# Searchlight eye

sprites/SearchlightEye.gfx.lz;sprites/SearchlightEye.pal;0;32

# Steam

sprites/Steam.gfx.lz;sprites/Steam.pal;0;32

# Unknown item block

sprites/PlasmaBeamBlock.gfx.lz;sprites/PlasmaBeamBlock.pal;0;32

sprites/GravitySuitBlock.gfx.lz;sprites/GravitySuitBlock.pal;0;32

sprites/SpaceJumpBlock.gfx.lz;sprites/SpaceJumpBlock.pal;0;32

# Gadora

sprites/Gadora.gfx.lz;sprites/Gadora.pal;0;32

# Searchlight

sprites/Searchlight.gfx.lz;sprites/Searchlight.pal;0;32

# Fake power bomb

sprites/FakePowerBomb.gfx.lz;sprites/FakePowerBomb.pal;0;32

# Falling chozo pillar

sprites/FallingChozoPillar.gfx.lz;sprites/FallingChozoPillar.pal;0;32

# Mecha Ridley

sprites/MechaRidley.gfx.lz;sprites/MechaRidley.pal;0;32
sprites/MechaRidleyWeapons.gfx;sprites/MechaRidley.pal;0;32
sprites/MechaRidleyDestroyed.gfx;sprites/MechaRidley.pal;0;6

# Escape gate

sprites/EscapeGateAndTimer.gfx;sprites/EscapeGateAndTimer.pal;0;32

# HUD

hud/Common.gfx;hud/Common.pal;2;32

hud/MissileDigits.gfx;hud/Common.pal;2;12
hud/PowerBombDigits.gfx;hud/Common.pal;2;12

hud/MissileHUD_Inactive.gfx;hud/Common.pal;2;2
hud/MissileHUD_Selected.gfx;hud/Common.pal;2;2
hud/MissileHUD_Active.gfx;hud/Common.pal;2;2
hud/MissileHUD_Refill1.gfx;hud/Common.pal;2;2
hud/MissileHUD_Refill2.gfx;hud/Common.pal;2;2
hud/MissileHUD_Refill3.gfx;hud/Common.pal;2;2

hud/SuperMissileHUD_Inactive.gfx;hud/Common.pal;2;2
hud/SuperMissileHUD_Selected.gfx;hud/Common.pal;2;2
hud/SuperMissileHUD_Active.gfx;hud/Common.pal;2;2
hud/SuperMissileHUD_Refill1.gfx;hud/Common.pal;2;2
hud/SuperMissileHUD_Refill2.gfx;hud/Common.pal;2;2
hud/SuperMissileHUD_Refill3.gfx;hud/Common.pal;2;2

hud/PowerBombHUD_Inactive.gfx;hud/Common.pal;2;2
hud/PowerBombHUD_Selected.gfx;hud/Common.pal;2;2
hud/PowerBombHUD_Active.gfx;hud/Common.pal;2;2
hud/PowerBombHUD_Refill1.gfx;hud/Common.pal;2;2
hud/PowerBombHUD_Refill2.gfx;hud/Common.pal;2;2
hud/PowerBombHUD_Refill3.gfx;hud/Common.pal;2;2

hud/EnergyDigitsTens.gfx;hud/Common.pal;2;10
hud/EnergyDigitsOnes.gfx;hud/Common.pal;2;10
hud/EnergyDigitsRefill1.gfx;hud/Common.pal;2;20
hud/EnergyDigitsRefill2.gfx;hud/Common.pal;2;20
hud/EnergyDigitsRefill3.gfx;hud/Common.pal;2;20

hud/EnergyTanksZero.gfx;hud/Common.pal;2;5
hud/EnergyTanksOne.gfx;hud/Common.pal;2;5
hud/EnergyTanksTwo.gfx;hud/Common.pal;2;5
hud/EnergyTanksThree.gfx;hud/Common.pal;2;5
hud/EnergyTanksFour.gfx;hud/Common.pal;2;5
hud/EnergyTanksFive.gfx;hud/Common.pal;2;5
hud/EnergyTanksSix.gfx;hud/Common.pal;2;5
hud/EnergyTanksSeven.gfx;hud/Common.pal;2;5
hud/EnergyTanksEight.gfx;hud/Common.pal;2;5
hud/EnergyTanksNine.gfx;hud/Common.pal;2;5
hud/EnergyTanksTen.gfx;hud/Common.pal;2;5
hud/EnergyTanksEleven.gfx;hud/Common.pal;2;5
hud/EnergyTanksTwelve.gfx;hud/Common.pal;2;5

hud/EnergyTanksRefillOne.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillTwo.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillThree.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillFour.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillFive.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillSix.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillSeven.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillEight.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillNine.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillTen.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillEleven.gfx;hud/Common.pal;2;5
hud/EnergyTanksRefillTwelve.gfx;hud/Common.pal;2;5

hud/SuitlessHUDBar.gfx;hud/Common.pal;2;8

# Weapons

weapons/NormalBeamTop.gfx;weapons/Beams.pal;0;16
weapons/NormalBeamBottom.gfx;weapons/Beams.pal;0;16
weapons/NormalBeamChargedTop.gfx;weapons/Beams.pal;0;16
weapons/NormalBeamChargedBottom.gfx;weapons/Beams.pal;0;16

weapons/LongBeamTop.gfx;weapons/Beams.pal;1;16
weapons/LongBeamBottom.gfx;weapons/Beams.pal;1;16
weapons/LongBeamChargedTop.gfx;weapons/Beams.pal;1;16
weapons/LongBeamChargedBottom.gfx;weapons/Beams.pal;1;16

weapons/IceBeamTop.gfx;weapons/Beams.pal;2;16
weapons/IceBeamBottom.gfx;weapons/Beams.pal;2;16
weapons/IceBeamChargedTop.gfx;weapons/Beams.pal;2;16
weapons/IceBeamChargedBottom.gfx;weapons/Beams.pal;2;16

weapons/WaveBeamTop.gfx;weapons/Beams.pal;3;16
weapons/WaveBeamBottom.gfx;weapons/Beams.pal;3;16
weapons/WaveBeamChargedTop.gfx;weapons/Beams.pal;3;16
weapons/WaveBeamChargedBottom.gfx;weapons/Beams.pal;3;16

weapons/PlasmaBeamTop.gfx;weapons/Beams.pal;4;16
weapons/PlasmaBeamBottom.gfx;weapons/Beams.pal;4;16
weapons/PlasmaBeamChargedTop.gfx;weapons/Beams.pal;4;16
weapons/PlasmaBeamChargedBottom.gfx;weapons/Beams.pal;4;16

weapons/PistolTop.gfx;weapons/Beams.pal;5;16
weapons/PistolBottom.gfx;weapons/Beams.pal;5;16
weapons/PistolChargedTop.gfx;weapons/Beams.pal;5;16
weapons/PistolChargedBottom.gfx;weapons/Beams.pal;5;16

# Common

common/CommonTiles.gfx;common/CommonTiles.pal;0;32
common/CommonTilesMotherShip.gfx;common/CommonTilesMotherShip.pal;0;32

# Intro

intro/TextAndShip.gfx.lz;intro/TextAndShip.pal;0;32
intro/SpaceBackground.gfx.lz;intro/TextAndShip.pal;5;32

intro/SamusInHerShip.gfx.lz;intro/SamusInHerShip.pal;0;32

intro/SamusShipViewOfZebes.gfx.lz;intro/ViewOfZebes.pal;3;32
intro/ViewOfZebes.gfx.lz;intro/ViewOfZebes.pal;0;32

intro/MotherBrain.gfx.lz;intro/MotherBrain.pal;0;32
intro/Fuzz.gfx.lz;intro/MotherBrain.pal;0;32

# Tourian escape

tourian_escape/Rain.gfx.lz;tourian_escape/Rain.pal;0;4
tourian_escape/Debris.gfx.lz;tourian_escape/BlowingUpExplosions.pal;1;4

tourian_escape/MotherShipExplodingFlash.gfx.lz;tourian_escape/BlowingUpExplosions.pal;1;32
tourian_escape/MotherShipBlowingUpExplosions.gfx.lz;tourian_escape/BlowingUpExplosions.pal;1;32

tourian_escape/SamusInHerShipSuit.gfx.lz;tourian_escape/SamusInHerShipPowerSuit.pal;0;32
tourian_escape/SamusInHerShipSuitless.gfx.lz;tourian_escape/SamusInHerShipSuitless.pal;0;32

tourian_escape/Zebes.gfx.lz;tourian_escape/Exploding.pal;0;32

tourian_escape/ZebesExplodingShipAndExplosions.gfx.lz;tourian_escape/Exploding.pal;0;32

tourian_escape/SamusChasedBackground.gfx.lz;tourian_escape/SamusChasedBackground.pal;0;32
tourian_escape/SamusSurroundedBackground.gfx.lz;tourian_escape/SamusChasedBackground.pal;0;32

tourian_escape/SamusSamusInHerShipLooking.gfx.lz;tourian_escape/SamusLookingAround.pal;0;32

tourian_escape/49cb90.gfx.lz;tourian_escape/SamusSurrounded.pal;0;32

tourian_escape/SamusSamusChasedShips.gfx.lz;tourian_escape/SamusChasedShips.pal;0;32
tourian_escape/ShipsAndProjectiles.gfx.lz;tourian_escape/SamusChasedByPiratesFiring.pal;0;32

tourian_escape/SamusGettingShotShip.gfx.lz;tourian_escape/SamusGettingShot.pal;0;32
tourian_escape/SamusGettingShot.gfx.lz;tourian_escape/SamusGettingShot.pal;0;32

tourian_escape/ShipCrashingBackgroundAndShip.gfx.lz;tourian_escape/ShipCrashingBackgroundAndShip.pal;0;32
tourian_escape/ShipCrashingForeground.gfx.lz;tourian_escape/ShipCrashingBackgroundAndShip.pal;0;32
tourian_escape/ShipGoingToCrash.gfx.lz;tourian_escape/SamusGoingToCrash.pal;0;32

tourian_escape/ShipCrashingExplosion.gfx.lz;tourian_escape/ShipCrashingBackgroundAndShip.pal;0;32

tourian_escape/SamusLookingAtSkyPiratesShip.gfx.lz;tourian_escape/SamusLookingAtSky.pal;0;32
tourian_escape/SamusLookingAtSkySkyBackground.gfx.lz;tourian_escape/SamusLookingAtSky.pal;0;32
tourian_escape/SamusLookingAtSky.gfx.lz;tourian_escape/SamusLookingAtSky.pal;0;32

tourian_escape/SamusLookingAtMotherShip.gfx.lz;tourian_escape/SamusLookingAtMotherShip.pal;0;32
tourian_escape/SamusLookingAtMotherShipMotherShip.gfx.lz;tourian_escape/SamusLookingAtMotherShip.pal;0;32

# Samus close up

close_up/CloseUp.gfx.lz;close_up/Palette.pal;0;32
close_up/Eyes1.gfx;close_up/Palette.pal;0;10
close_up/Eyes2.gfx;close_up/Palette.pal;0;10
close_up/Eyes3.gfx;close_up/Palette.pal;0;32

# Fusion gallery

fusion_gallery/image0_top.gfx.lz;fusion_gallery/image0.pal;0;32
fusion_gallery/image0_bottom.gfx.lz;fusion_gallery/image0.pal;0;32

fusion_gallery/image1_top.gfx.lz;fusion_gallery/image1.pal;0;32
fusion_gallery/image1_bottom.gfx.lz;fusion_gallery/image1.pal;0;32

fusion_gallery/image2_top.gfx.lz;fusion_gallery/image2.pal;0;32
fusion_gallery/image2_bottom.gfx.lz;fusion_gallery/image2.pal;0;32

fusion_gallery/image3_top.gfx.lz;fusion_gallery/image3.pal;0;32
fusion_gallery/image3_bottom.gfx.lz;fusion_gallery/image3.pal;0;32

fusion_gallery/image4_top.gfx.lz;fusion_gallery/image4.pal;0;32
fusion_gallery/image4_bottom.gfx.lz;fusion_gallery/image4.pal;0;32

fusion_gallery/image11_top.gfx.lz;fusion_gallery/image11.pal;0;32
fusion_gallery/image11_bottom.gfx.lz;fusion_gallery/image11.pal;0;32

fusion_gallery/image12_top.gfx.lz;fusion_gallery/image12.pal;0;32
fusion_gallery/image12_bottom.gfx.lz;fusion_gallery/image12.pal;0;32

fusion_gallery/image5_top.gfx.lz;fusion_gallery/image5.pal;0;32
fusion_gallery/image5_bottom.gfx.lz;fusion_gallery/image5.pal;0;32

fusion_gallery/image6_top.gfx.lz;fusion_gallery/image6.pal;0;32
fusion_gallery/image6_bottom.gfx.lz;fusion_gallery/image6.pal;0;32

fusion_gallery/image7_top.gfx.lz;fusion_gallery/image7.pal;0;32
fusion_gallery/image7_bottom.gfx.lz;fusion_gallery/image7.pal;0;32

fusion_gallery/image8_top.gfx.lz;fusion_gallery/image8.pal;0;32
fusion_gallery/image8_bottom.gfx.lz;fusion_gallery/image8.pal;0;32

fusion_gallery/image9_top.gfx.lz;fusion_gallery/image9.pal;0;32
fusion_gallery/image9_bottom.gfx.lz;fusion_gallery/image9.pal;0;32

fusion_gallery/image10_top.gfx.lz;fusion_gallery/image10.pal;0;32
fusion_gallery/image10_bottom.gfx.lz;fusion_gallery/image10.pal;0;32

# Ending and gallery

ending/CreditsCharacters.gfx.lz;ending/CreditsCharacters.pal;0;32

ending/Image_Top_0.gfx.lz;ending/Image_0.pal;0;32
ending/Image_Bottom_0.gfx.lz;ending/Image_0.pal;0;32

ending/Image_Top_1.gfx.lz;ending/Image_1.pal;0;32
ending/Image_Bottom_1.gfx.lz;ending/Image_1.pal;0;32

ending/Image_Top_2.gfx.lz;ending/Image_2.pal;0;32
ending/Image_Bottom_2.gfx.lz;ending/Image_2.pal;0;32

ending/Image_Top_3.gfx.lz;ending/Image_3.pal;0;32
ending/Image_Bottom_3.gfx.lz;ending/Image_3.pal;0;32

ending/Image_Top_4.gfx.lz;ending/Image_4.pal;0;32
ending/Image_Bottom_4.gfx.lz;ending/Image_4.pal;0;32

ending/Image_Top_5.gfx.lz;ending/Image_5.pal;0;32
ending/Image_Bottom_5.gfx.lz;ending/Image_5.pal;0;32

ending/Image_Top_6.gfx.lz;ending/Image_6.pal;0;32
ending/Image_Bottom_6.gfx.lz;ending/Image_6.pal;0;32

ending/Image_Top_7.gfx.lz;ending/Image_7.pal;0;32
ending/Image_Bottom_7.gfx.lz;ending/Image_7.pal;0;32

ending/Text.gfx.lz;ending/ImageText.pal;0;32
ending/TextJap.gfx.lz;ending/ImageText.pal;0;32

ending/Numbers_Upper.gfx;ending/ImageText.pal;0;20
ending/Numbers_Lower.gfx;ending/ImageText.pal;0;20

ending/NumbersMisc.gfx.lz;ending/ImageText.pal;0;32
ending/SamusPosingSpaceBackground.gfx.lz;ending/Posing.pal;0;32
ending/EndingLight.gfx.lz;ending/Posing.pal;0;32

ending/SamusPosing_1.gfx.lz;ending/Posing.pal;0;32
ending/SamusPosing_2.gfx.lz;ending/Posing.pal;0;32
ending/SamusPosing_3.gfx.lz;ending/Posing.pal;0;32
ending/SamusPosing_4.gfx.lz;ending/Posing.pal;0;32
ending/SamusPosing_5.gfx.lz;ending/Posing.pal;0;32

ending/SamusPosingSuitless.gfx.lz;ending/Posing.pal;0;32
ending/SamusPosingFullSuit.gfx.lz;ending/Posing.pal;0;32
ending/SamusPosingHelmetOff.gfx.lz;ending/Posing.pal;0;32

ending/CreditsChozoWallBackground.gfx.lz;ending/CreditsChozoWall.pal;0;32
ending/CreditsChozoWallBottom.gfx.lz;ending/CreditsChozoWall.pal;0;32
ending/CreditsChozoWallBottomZoomed.gfx.lz;ending/CreditsChozoWall.pal;0;32
ending/CreditsChozoDrawing.gfx.lz;ending/CreditsChozoWall.pal;0;32

# Chozodia escape

chozodia_escape/CraterBackground.gfx.lz;chozodia_escape/ShipExploding.pal;0;32

chozodia_escape/BlueShipVeryClose.gfx.lz;chozodia_escape/MissionAccomplished.pal;0;32

chozodia_escape/ZebesAndSky.gfx.lz;chozodia_escape/MissionAccomplished.pal;0;32

chozodia_escape/SamusInBlueShip.gfx.lz;chozodia_escape/SamusInBlueShip.pal;0;32

chozodia_escape/MissionAccomplishedLetters.gfx.lz;chozodia_escape/MissionAccomplished.pal;0;32

# Animated tiles

animated_tiles/Tiles.gfx;tilesets/animated_palettes/0.pal;0;16
animated_tiles/Tanks.gfx;tilesets/animated_palettes/0.pal;0;2
animated_tiles/Liquids.gfx;tilesets/animated_palettes/0.pal;0;16

# Misc

EscapeTimerDigits.gfx;hud/Common.pal;0;32

## Cutscenes

# Kraid Rising

cutscenes/KraidRising/CloseUp.gfx.lz;cutscenes/KraidRising/CloseUp.pal;0;32
cutscenes/KraidRising/OAM.gfx.lz;cutscenes/KraidRising/Samus.pal;0;32
cutscenes/KraidRising/KraidRising.gfx.lz;cutscenes/KraidRising/Rising.pal;0;32
cutscenes/KraidRising/CaveBackround.gfx.lz;cutscenes/KraidRising/CloseUp.pal;0;32

# Story text

cutscenes/StoryText/UnusedLetters.gfx.lz;cutscenes/StoryText/Palette.pal;0;32

# Mother brain close up

cutscenes/MotherBrainCloseUp/MotherBrain.gfx.lz;cutscenes/MotherBrainCloseUp/Palette.pal;0;32
cutscenes/MotherBrainCloseUp/Background.gfx.lz;cutscenes/MotherBrainCloseUp/Background.pal;0;32
cutscenes/MotherBrainCloseUp/Samus.gfx.lz;cutscenes/MotherBrainCloseUp/Samus.pal;0;32
cutscenes/MotherBrainCloseUp/Eye.gfx.lz;cutscenes/MotherBrainCloseUp/Eye.pal;0;32
cutscenes/MotherBrainCloseUp/BigEye.gfx.lz;cutscenes/MotherBrainCloseUp/BigEye.pal;0;32

cutscenes/MotherBrainCloseUp/TankView.gfx.lz;cutscenes/MotherBrainCloseUp/TankView.pal;0;32

# Ridley in space

cutscenes/RidleyInSpace/Ship.gfx.lz;cutscenes/RidleyInSpace/Ships.pal;0;32
cutscenes/RidleyInSpace/RidleySitting.gfx.lz;cutscenes/RidleyInSpace/RedAlert.pal;0;32
cutscenes/RidleyInSpace/ShipInterior.gfx.lz;cutscenes/RidleyInSpace/ShipInterior.pal;0;32
cutscenes/RidleyInSpace/RidleySuspicious.gfx.lz;cutscenes/RidleyInSpace/RedAlert.pal;0;32
cutscenes/RidleyInSpace/ShipInterior2.gfx.lz;cutscenes/RidleyInSpace/ShipInterior.pal;0;32
cutscenes/RidleyInSpace/MotherShipLeaving.gfx.lz;cutscenes/RidleyInSpace/Ships.pal;0;93
cutscenes/RidleyInSpace/SpaceBackground.gfx.lz;cutscenes/RidleyInSpace/SpaceBackground.pal;0;32

# Ridley landing

cutscenes/RidleyLanding/ZebesBackground.gfx.lz;cutscenes/RidleyLanding/3a09d4.pal;0;32

cutscenes/RidleyLanding/MotherShip_1.gfx.lz;cutscenes/RidleyLanding/CutsceneMotherShip.pal;0;13
cutscenes/RidleyLanding/MotherShip_2.gfx.lz;cutscenes/RidleyLanding/CutsceneMotherShip.pal;0;13
cutscenes/RidleyLanding/MotherShip_3.gfx.lz;cutscenes/RidleyLanding/CutsceneMotherShip.pal;0;13
cutscenes/RidleyLanding/MotherShip_4.gfx.lz;cutscenes/RidleyLanding/CutsceneMotherShip.pal;0;13
cutscenes/RidleyLanding/MotherShip_5.gfx.lz;cutscenes/RidleyLanding/CutsceneMotherShip.pal;0;13
cutscenes/RidleyLanding/MotherShip_6.gfx.lz;cutscenes/RidleyLanding/CutsceneMotherShip.pal;0;13
cutscenes/RidleyLanding/MotherShip_7.gfx.lz;cutscenes/RidleyLanding/CutsceneMotherShip.pal;0;13
cutscenes/RidleyLanding/MotherShip_8.gfx.lz;cutscenes/RidleyLanding/CutsceneMotherShip.pal;0;13
cutscenes/RidleyLanding/MotherShip_9.gfx.lz;cutscenes/RidleyLanding/CutsceneMotherShip.pal;0;13

cutscenes/RidleyLanding/CutsceneZebesMotherShipBackground.gfx.lz;cutscenes/RidleyLanding/CutsceneZebes.pal;0;32
cutscenes/RidleyLanding/CutsceneZebesGround.gfx.lz;cutscenes/RidleyLanding/CutsceneZebes.pal;0;32
cutscenes/RidleyLanding/CutsceneZebesRockyBackground.gfx.lz;cutscenes/RidleyLanding/CutsceneZebes.pal;0;32
